novice_prompt,expert_prompt
"A drum playing with digital strings and synth melody, e-bass, sounds live on a music show.","This is a live performance of a pop music piece, featuring a drum set with a prominent digital string section and synth melody, accompanied by an electric bass line, and is being played on a music show. The piece has a high-energy atmosphere, with a focus on the live performance and a dynamic sound"
"A fun and cheerful Christmas song sung by a group of men, with playful keyboard tunes.","This is a Christmas song that features a male choir singing in a joyful and festive manner, accompanied by a lively keyboard melody with a playful and upbeat atmosphere, evoking a sense of merriment and holiday cheer. The song's instrumentation is characterized by a bright and cheerful piano accompaniment, with"
"Dreamy harp music with reverb, suitable for a relaxing video game","This is a classical music piece that features a solo harp performance with lush reverb, creating a soothing and atmospheric sound that would be suitable for a relaxing video game soundtrack. The harp's melodic lines are played with a slow and contemplative tempo, evoking a sense of calm and ser"
A sad violin music with slow tempo and piano accompaniment.,"This melancholic piece features a solo violin melody accompanied by a slow and contemplative piano accompaniment, evoking a somber and introspective atmosphere. The music's mournful quality is reminiscent of a classical music piece from the romantic period, with a focus on the expressive and emotive qualities of"
"Female singers singing a Christmas carol with bells, drums, and keyboard, giving a festive and cheerful vibe.","This Christmas carol features a female vocalist singing a traditional melody accompanied by a festive ensemble of bells, a steady drum beat, and a bright keyboard accompaniment, evoking a joyful and cheerful atmosphere. The song's instrumentation and vocal performance are reminiscent of a classic holiday choral piece, with a"
"A lively dance song with funky guitar and keys, groovy bass, and shakers, giving off a lively club vibe.","This is a dance track that features a funky electric guitar and keyboard melody, accompanied by a groovy bass line and shakers, creating a lively and energetic atmosphere reminiscent of a club setting. The tempo is fast-paced, with a driving rhythm section that includes a prominent kick drum and hi-hats,"
"Energetic traditional Indian vocal music with violin, drums, and male singer.","This traditional Indian vocal music piece features a male vocalist singing in a high pitch, accompanied by a melodic violin and a rhythmic percussion section that includes a variety of Indian drums, such as the dhol or tabla, playing a fast-paced beat. The song has an energetic and lively atmosphere, characteristic"
A saxophone player performing at a jazz show with background laughter.,"This is a live jazz performance featuring a saxophonist playing a melodic solo over a walking bass line and steady drumming rhythm, accompanied by the ambient sounds of a live audience, including laughter and clapping. The piece is a classic jazz tune with a mellow, improvisational atmosphere, characteristic"
"Fast instrumental Indian music with harmonium and tabla, live performance atmosphere with ambient sounds, like something you'd hear in a traditional Indian setting.","This is an instrumental Indian classical piece, performed live with a harmonium as the main melodic instrument, accompanied by a tabla providing the rhythmic accompaniment, and a variety of ambient sounds that evoke a traditional Indian setting, including the sounds of a live audience. The piece features a complex and"
"A fancy classical song with only harpsichord, fit for a royal introduction.","This is a classical music piece belonging to the baroque period, performed by a solo harpsichord with a complex and intricate melody, evoking a sense of grandeur and majesty, suitable for a royal introduction or a high-society event. The harpsichord's distinctive sound and"
